left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,label,body_to_ground_angle,body_to_hip_angle
108.85844825180541,69.64856956982261,17.18637487933396,39.28254313379739,0.8579374495451146,57.69770124501683,50.24383592533138,72.76866053076597,2.0,-0.3327161192713626,-6.6733189697660995
104.64931236179943,105.66064997990871,19.830890470200185,21.731173546860795,80.01330795445426,98.36337684600751,83.80381521547844,55.42941395006437,2.0,0.3622575177598502,2.6805338047678706
111.0528262946374,174.08207250477045,16.912026006753138,36.46642005258132,80.9683902950091,58.86868381523138,117.03379008706158,95.06909420678217,2.0,-0.38741034764334076,-4.026617099479064
144.87719864632444,101.95146488178602,19.05580217543319,25.082261497467094,85.3190954750323,105.56877785034268,113.10413025433522,95.63718549287434,2.0,0.40668786349214525,3.3469504168494955
115.52813521187035,83.82013343130228,14.918892067862837,31.87865343417607,86.95107214836557,69.4182940403851,125.732112635259,88.31165372070905,2.0,-0.2707549915673182,-2.770445872245252
108.40423485745295,103.60886890709062,17.9854978635733,26.570364227164788,85.85649697231229,107.10937152840614,122.94282111042699,72.56842535939748,2.0,0.41131338939042644,3.713091501332544
113.8235353815125,93.77978023455414,16.280030769388073,28.213747645573847,109.80963509374295,72.24398727982715,147.53507334182208,58.167625389825595,2.0,-0.17445947993066857,-1.7270058731643394
106.63292488837173,106.21357716136264,16.380981947020608,22.821990346680465,84.01405607384243,111.86665268332882,141.32445872001375,43.80031423815293,2.0,0.40130539506413215,3.966882523273568
112.82930686768245,89.20816095054344,14.602796924958069,30.996271124319428,110.64904220982386,71.21786414206656,145.37492603724013,82.1655440955652,2.0,-0.26040183625446767,-2.2410081360520864
138.5280111469656,104.9524021661526,18.944081043847344,25.34351681095977,87.28064581780531,104.14557505288762,135.6801063108065,12.624918751297923,2.0,0.4572730613510253,13.609457948784609
114.18655024778083,136.96837008234886,12.476091503216828,36.469326978280165,109.32504481426089,67.11469169210379,138.05808853764205,86.08161648799089,2.0,-0.26789307947429103,-2.297995951497986
140.1596358243356,105.91709762033885,22.541238199400194,21.52090792152709,67.45166892232116,100.24292533909085,146.89745833799896,56.37516726228238,2.0,0.4890041480516612,-20.067429590448032
111.1557131666528,141.68589976655574,10.531696244494945,32.345653408242185,109.1980152933938,73.74757364392211,84.59653272864617,29.28559092115482,2.0,-0.02779697066051185,-1.063942933341902
