left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,label,body_to_ground_angle,body_to_hip_angle
160.96788780057764,144.23033929612905,71.89837299517109,58.38019035097049,163.07650459249643,166.89272713898615,171.2833407269464,173.89903802199055,0.0,4.883631604633603,2.201854503081614
153.89238955423988,166.13970140789567,64.86811164690523,73.42455243024072,165.06048451734927,162.2615293781766,171.65633844314138,170.29961694878415,0.0,-5.037773649201443,-2.210066571172463
162.50319409415636,144.48297895500406,73.23633230852612,58.32866708349501,161.76245326962206,165.38618069522093,170.63534292003268,172.1827731179561,0.0,4.716544954361912,2.1574121346431925
154.50814406155422,164.54174088624737,65.60328345860117,73.10874155753427,163.32463990794312,159.43019198340085,170.44755810265707,167.98363724662306,0.0,-4.943885269654622,-2.1596517483872106
162.49053018053394,144.45933368545454,72.5466988277797,57.35248529359722,162.85136173404572,166.66952683468296,171.13966907719313,165.04250839514185,0.0,4.950325495044983,2.303126722760763
153.7584237535169,164.07530788318746,65.13295491143437,72.32389820128998,163.6036733839865,160.08958740471772,170.2204775750027,168.0000168164453,0.0,-4.851110680422208,-2.161578324626402
161.65641109036744,142.37857447593763,72.62684059578234,56.43171850103235,160.34633235037597,165.11532262383972,169.0477423576339,165.0787573647638,0.0,5.072598191170738,2.2711256967520517
153.71675377645968,163.6032204695359,63.60872746527102,71.12717939385062,164.34204717345045,161.90218281866504,169.74475173898298,169.7934138332525,0.0,-4.966348003094661,-2.202026039678256
161.21701337893535,142.5194439165801,71.98097615592562,55.44465762533142,161.28578977566215,165.66936674104636,168.6241472522165,170.20384142849872,0.0,4.744961872221933,2.2083381123491743
152.84090842933594,163.86806856763283,61.46623388175825,70.13327657298721,166.02202213615942,163.29791936780765,170.17880409354763,169.92516569102963,0.0,-5.0980774079060875,-2.269809037626652
159.86288968431157,141.8469401954201,70.98313354706605,54.47742174107949,161.5705531876166,165.57300310403966,168.9354397752923,169.76694058457394,0.0,4.761524804504198,2.1986826240555915
153.26296451973735,164.45820536868695,61.38547859463554,72.44532458050482,165.52202331913418,163.51493631358545,169.623705916772,169.67759823042272,0.0,-5.276116876525466,-2.2874410274632813
158.81790361269853,141.06591478648028,70.18603025217115,53.6177862364029,161.70769733529977,165.7569539613753,168.97192316007806,169.14422102369724,0.0,4.714001285894203,2.205412833288539
152.4930664748755,163.85939978584108,60.43039117391772,71.81037391307366,166.2273766953396,163.65370417640943,169.3648208308652,168.85620175330197,0.0,-5.411475321897003,-2.325813365650346
157.42093027572432,141.30997775576643,69.4296379009162,52.9766438310516,161.53285906416562,165.55961796437404,169.18683817765992,169.06636297387965,0.0,4.669314802277178,2.189335747715368
156.76447961761173,164.37225879136884,61.94115298982171,71.59101704731678,166.19917087925037,163.87888553660085,168.58241846466507,168.35660021012387,0.0,-5.496839653638908,-2.345992986455468
156.60941153351146,140.2177127315032,68.54082489036995,52.56361428874824,161.9183918353344,165.71948997470105,169.90117671596062,169.599131063766,0.0,4.746332140706435,2.195924984954132
155.82008459461082,164.43752237671723,62.086792885911414,72.00168078577163,165.3368789594723,162.96753865515905,167.70758539932135,167.5408927351972,0.0,-5.600898028280748,-2.3351328312601827
156.81211846363527,139.9771105472843,68.97710141144395,53.345578438324985,161.35553272525843,164.5181716861202,170.64672785478558,169.72041911053077,0.0,4.761311762393857,2.147417241253256
155.16666582377047,164.520835876198,61.76223811635798,71.52513239531713,165.12487851582028,163.42957776758487,167.7566138017435,168.21987327837334,0.0,-5.6218957680416395,-2.3089767675795723
157.02320710973916,144.72632929349564,69.58682355119727,56.43118492887558,160.74316885506346,164.01807420401508,170.4777583034591,170.90302970157256,0.0,4.856219120418961,2.1275464498278622
155.81998562663645,165.33825990425183,61.6963842029162,71.26397762626267,165.82141887924269,164.49294230982522,169.3352148571558,169.47843097817855,0.0,-5.631050906295306,-2.3314582268119777
159.90234408210827,139.29316634610302,72.11152885616738,54.65195438874044,159.52747465908675,163.31693977808058,170.39785242840063,170.0535792242346,0.0,4.9326999402722205,2.114970227175178
155.89275898511787,165.28602955250776,62.531383350594474,71.9587263574963,164.26847117611754,163.24591745456186,168.52704409342178,169.37285812116122,0.0,-5.603256379401584,-2.2858532981044477
159.85999428373725,138.85969936635877,72.25352533941928,54.905368253729755,159.6108515832235,163.79372075253522,171.06530758087303,173.05465976452263,0.0,4.942340318735866,2.0834052384185617
155.7972665039154,165.6454508944569,62.630795925512466,72.34603373697453,164.91105406181478,162.78864168063956,170.46708075364776,168.91474512564272,0.0,-5.593277150479493,-2.2741611814887177
159.55281026851898,143.41569536382246,72.0110818141431,57.455236813009144,159.84531276202875,163.96889884047695,171.37366647586208,172.2470972909352,0.0,5.081929135472341,2.1171224406180933
154.12315002519165,165.48461768373593,62.09902779975574,71.95446323081227,165.26716334039915,163.2051625202071,168.28524702410024,168.97499629323556,0.0,-5.902678425104209,-2.348807025705252
156.63470800572983,143.5209092185804,69.98705004208792,57.7060007884108,159.67271205042837,163.6677744510595,170.7141796559487,173.0604764356303,0.0,5.003124767890006,2.0796814501661665
154.8739685026418,165.18499316144482,62.276306843562224,71.94293721692185,165.81794179995015,163.40620584846863,167.09951013918632,169.41207815731568,0.0,-6.082303329751728,-2.404400500602883
156.30059554075436,143.39952501740507,70.18376150810585,57.600192062752065,158.96875903598465,163.46778458600122,170.23602176869107,172.72762170395035,0.0,5.029595187772315,2.074010055122877
155.0238718236224,165.69986902323498,62.66948758318497,72.58747685570613,165.40299116467367,163.29282456137605,166.93321437830227,169.78503996127304,0.0,-6.083388883118232,-2.3795779057475426
155.69140732024388,143.69034895583087,69.80800526614239,57.65436175214594,158.73639051053613,163.3808408647196,169.19054428538615,171.72551798981763,0.0,5.082657920371311,2.0898558599687513
154.73097245365364,165.05025361060984,61.93851373403904,72.2018566049595,165.46299569217263,163.04875247356375,168.5407700119613,169.24423217304795,0.0,-5.888603239709603,-2.34701415091907
154.92627157374548,143.40353506754082,69.27686088058005,57.39089130208183,158.35085805572953,162.97131413971442,168.47828533235514,170.4343179068329,0.0,5.084423448006833,2.0938060553925677
155.23954641063057,164.9825395185059,61.66112572744507,71.8782663106525,165.7554379610764,163.25157787013012,166.45058983585747,169.07272370665493,0.0,-5.714665434137001,-2.4002204762202153
154.7241941843966,140.46296056064034,68.87696743402304,57.14887212765464,158.58168452223128,163.10249764139752,167.74741284030316,169.7624461900113,0.0,5.205724563471542,2.116001207290994
154.7893535613985,164.90721243924534,61.88896193233035,71.7640750573199,166.16765447313406,163.590352795122,168.6358725466581,169.07305575825103,0.0,-5.590651646869338,-2.3836562344611947
158.0320642914052,136.2972279851228,71.05755512608567,55.2253458062684,158.0580785408919,162.41071232989913,167.53079026637533,169.3325847465068,0.0,5.136820615358741,2.0934294689558515
155.56629435203482,165.00765923632548,62.179161652906714,72.24428537923701,165.44843115474418,163.20182724511594,168.36477686257132,169.04512421145034,0.0,-5.655038874208121,-2.368637242790308
158.06871005210223,141.311365332267,71.28887447198078,57.989153439822104,158.09543485518532,162.56365278096965,167.71781636315606,169.8395799800913,0.0,4.954111475444763,2.0933271084339506
155.6288922620822,164.1921783050105,61.64015756276781,71.63397284999705,165.4933642135079,163.16806300303014,168.3711245785297,168.89091204109212,0.0,-5.60621243352278,-2.3630879742378235
157.91949123763317,143.83466058886586,71.52853604716147,58.40935550171048,157.78419635122265,162.34669426155816,167.78783720423652,170.28692854246466,0.0,5.019149698605628,2.0864775338184978
156.3282801489558,164.02196039356147,62.34118868700498,72.1007774868653,164.6244339778989,163.1676342385362,170.56782131694135,170.29992624035847,0.0,-5.374936555407294,-2.2764202346120483
154.8241691611513,143.805199822133,69.17675289852394,57.700240668853674,158.86226074079775,163.31106376307136,168.4744355027247,169.07428355869718,0.0,5.086926704810819,2.159839285223232
156.77668771773313,164.42550806347882,62.68904574588274,72.14774368689363,164.60094469467177,162.27408633919416,171.00440801986892,168.2283998047986,0.0,-5.357469204853645,-2.2659630700151867
