,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,label,body_to_ground_angle,body_to_hip_angle
0,129.75169714347118,122.29807735019146,45.28429660121317,46.53467395674293,169.30549021369902,168.92020582128427,163.84169854584144,164.11098653978647,0.0,-8.284104145929458,-3.4424252639106228
1,117.4121300493558,106.36934273824087,40.7007112657892,14.985218903000208,63.98518301468227,74.37813093678369,113.67089245932796,39.84993433028268,2.0,-0.1895981035965305,-1.643624733487277
2,156.76447961761173,164.37225879136884,61.94115298982171,71.59101704731678,166.19917087925035,163.87888553660085,168.58241846466507,168.35660021012387,0.0,-5.496839653638908,-2.345992986455468
3,143.4631552966209,85.86538214620589,70.38318211893402,31.232914154601364,137.93362055865245,138.06926467808069,164.96370544176597,162.22458418514256,1.0,-54.7943678155735,2.3266667267019026
4,88.37135570505879,92.5100310293872,22.293252530921468,32.38850935198319,171.7449974768642,169.05114682488383,164.87988236765798,161.07068269019675,0.0,17.076800224251844,-8.488185924748876
5,0.2033555271416708,78.14534029980034,53.87503465516482,25.211361410429376,151.00041238981842,139.77040916501718,176.8542473394886,177.59146655288356,2.0,-0.0425409103727154,-0.0214973877198868
6,95.9870305568958,82.24514016764043,30.67057980999891,3.191462149088423,162.47201372022758,162.8294607507417,165.87125793023503,162.34997770507468,0.0,629.8217785654713,4.229707130211155
7,149.7397758969397,92.8541544257606,71.81396181587724,30.99212691189545,141.80420374221015,141.01730158081358,163.92295009913585,163.93304065895018,1.0,13.685541603899384,1.9374937094015967
8,96.2823766359551,120.09654875891016,22.846074448746744,53.12208506389697,140.53874609435852,135.53403788518787,162.16526244930122,154.5223453214859,1.0,11.43878988034415,-2.9944235398753234
9,115.9717656914233,94.6669705206292,52.05816335991599,21.697079291009157,132.52273494992338,135.78342298570087,158.8344724808736,155.7126802734183,1.0,-14.830687480452916,2.523011606191415
10,109.6860181554672,102.01289500810825,26.24020153968288,24.40890683890204,159.9475226694194,148.61298669811887,136.89820229812466,120.4729969760287,2.0,0.0535009057932016,-0.0152564792721695
11,167.13344987252995,155.74474089639074,81.74509762520582,67.74321967027245,140.69188229842987,140.97574664761655,163.18108857993,161.97114412098864,1.0,3.836393609231644,1.4388466447833037
12,77.89258627915167,93.99903784347498,10.392085795551427,3.1463205053363272,77.68199909242226,76.64199888708599,114.85086102430262,92.10258577706928,2.0,-0.5726061173261765,-3.672438071805652
13,137.88193360973014,100.64666743566622,67.85836000076013,33.15588794380149,135.25377012375006,138.82880296862487,160.38498072287345,163.85303128401165,1.0,31.302647706358567,2.0040600772149797
14,131.6762685573985,163.1209419708897,2.2480243143568064,16.154980034486183,156.55358627682318,176.45290083950556,171.49509525213264,148.6081297883456,2.0,0.2077773456124892,0.0502747979178388
15,104.83899916968744,92.68127928152352,22.375473402783765,29.42765761320797,171.56918369710374,169.44895144074533,160.98396286169623,162.0699456503206,0.0,32.89781768818262,-6.356228289421961
16,68.24470551306254,74.28989689841306,0.184762498301462,12.195926150218453,174.36892537836923,168.6876314887415,165.85744494749602,163.1795091945848,0.0,10.485246857362888,-16.52405075084539
17,170.06594686467858,143.96615731751135,18.437160807321764,165.8878875693617,141.50003425624965,177.47382015184976,177.8881359530125,178.7261131969269,2.0,-0.125914786023939,-0.0391138301274432
18,170.77648592356084,159.0396215737572,87.38673904725846,72.26280075425231,135.93522464203315,136.53687890656985,165.19875302310464,164.74814407942569,1.0,3.8805985070196094,1.304616128797475
19,148.24932840732828,163.7577218892692,54.44357632001992,67.99011607810776,168.74179393024986,167.82924921252587,166.47267776402882,166.08333301481582,0.0,-6.18625254402051,-2.7947456921187728
20,94.4555619144278,93.90707127099743,31.410305570592385,28.970742852506213,162.7459361627021,163.68813442769488,161.8466732156963,161.55001971046244,0.0,-25.558640801691052,5.575312338407158
21,85.41358382943739,80.68721147852526,25.332286935927677,22.705471164999224,161.95529955595782,165.06654362203406,161.73480119809793,161.36298293986283,0.0,-28.64208806243937,5.378304350746935
22,99.45031417880546,98.6973662866306,15.34429361493942,31.49390206148877,172.45320075216802,168.93712260937102,163.49835392100175,161.5197510798262,0.0,19.787494642649214,-8.119000774073234
23,68.70628266479825,75.3971624286753,0.8333513798728094,12.537669702708198,174.30326859959598,170.23119760033654,166.82957468743967,164.81100836474465,0.0,11.333518451583709,-14.004845494334065
24,170.49574080914763,153.660638128833,87.13170077817155,66.62768547450841,118.30082710604832,124.97526763970288,125.52263883490146,132.90808156672816,1.0,4.350367752677503,1.390765958291473
25,156.947450872514,56.8961835356546,35.03669297672152,166.24142495141888,113.0220081220903,161.3710812807489,177.19388322021936,176.80950516568137,2.0,-0.2340947181758606,0.0689146395748235
26,155.55857939710071,156.91540803440608,53.5784020837312,58.789145556223694,171.6641354271431,169.22853816046913,165.6935230119626,163.3200804266261,0.0,-5.890625653686182,-2.8827520772414115
27,93.49550895474202,142.68625464564207,17.252680694163573,76.10928267982352,138.1148474385295,132.18055188445737,163.4877607463712,157.33746313718132,1.0,-30.80238680439413,-1.996275955142648
28,143.04326278898864,127.18152846215776,7.0268681077570765,14.211711719592593,165.01808304086697,154.36078503046198,179.5635799352396,175.30044354645017,2.0,-0.0892851743214362,-0.1151965519752205
29,82.9136026669019,127.32859821036917,13.543171388853368,60.83245875065773,138.32477185266063,132.9323915016208,164.49454901945,160.1065491633552,1.0,14.879585693194477,-2.557155188097036
30,165.8368164554544,151.27221462696676,82.8255711885047,69.67730446842752,136.55834217691407,133.5371171318424,165.81157117884484,160.86735664365247,1.0,4.110236584225024,1.3282383331365215
31,104.58723524660532,109.79073642767072,38.0500371576359,33.260367307484806,169.4972861002047,174.7828516972639,164.44832595697693,166.62030930569375,0.0,7.909738924698999,4.033629572870705
32,170.42584516969845,116.57257130077754,3.9498889753525126,40.450407357396905,179.96651253150682,167.10034933429958,109.40225897114436,165.79614594088156,2.0,-0.2139944384243015,-0.1941021112642585
33,82.56627072219416,79.88394196195192,17.93638034718041,11.154335508292393,161.8089623152291,163.44258038439403,161.59277788607895,160.3826230059795,0.0,-12.337056785275047,7.740473027722025
34,144.80969476954496,175.6948841577968,7.13920215392238,30.473926775472712,124.87038225552288,72.51565821900385,169.30653944079572,97.25579984046676,2.0,-0.0768554431633336,-1.1373549528877458
35,134.7132308412866,156.24308464149462,47.33170269036924,62.786966788543054,170.83239015559016,169.93120556636623,163.34524461922467,162.3203772209809,0.0,-6.210952506900781,-3.221559813120307
36,179.9635183065062,171.0355601558345,14.244023895585212,15.97236678354196,159.693954108299,147.68262973335132,174.34538640690138,178.01521370686618,2.0,-0.061865328215509,-0.0939799050107159
37,100.4330387787792,95.1492306367837,15.6134473548167,27.790171016920613,174.50462740343153,172.9878644293899,168.7566128001841,165.42213757981764,0.0,59.41399453433032,-6.4468688921265205
38,100.46153893560312,117.89332581336552,13.785179895451666,27.07950128954157,61.47502067138836,73.09177501709686,178.15391450701838,29.36118945985436,2.0,0.5638540469448403,-5.99922566105045
39,154.42898725002942,120.6343741459034,15.41498262099971,27.15252722518272,177.1182387201581,166.40186568040914,173.121865613249,164.53290470205212,2.0,-0.0787578612065975,0.0567122096707907
