left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,label
88.08321478942005,115.64046313463616,26.29300601238873,17.783748739698403,3.0
124.21578567389233,94.47036913413503,11.636733715973701,24.859179198325148,3.0
88.90151162189717,116.26470181108091,26.36833626199251,17.628039481378725,3.0
123.48694733332717,94.23575829715435,12.094365204966813,24.93838723684262,3.0
88.5128825057316,116.2149761322994,26.39078350506589,17.57047971795907,3.0
123.44722496636442,94.34395792225874,12.16790554688948,24.901320393610195,3.0
87.26572696164786,115.6244253775038,26.59474152848202,18.18904815777414,3.0
122.87601738465628,94.25730799682869,12.24873094854901,24.90610215101044,3.0
87.27525963856492,115.15996764947218,26.15328412295887,18.379871154493696,3.0
115.60918021399276,93.35221095822088,15.91087687515268,25.041219678324072,3.0
84.73170033349226,112.61350983746775,26.145351756230358,18.327359406806377,3.0
114.16819373383544,91.16939731935861,15.52762926662494,24.634815118215943,3.0
81.1439943428975,99.74560199118343,26.434909899806897,20.85539273559854,3.0
112.01701127003956,87.19274318068258,15.782148561548919,25.529234361363525,3.0
79.28508996684084,103.58744135098334,27.186461748871963,21.802392757492083,3.0
106.64257667439026,82.90606149161133,20.05080829204693,26.8320464846877,3.0
73.67452499175076,94.72988837770758,28.320682764799148,23.436374496787522,3.0
102.09982025152348,78.69368874484393,20.6372854012159,27.08623053889415,3.0
68.57013117929367,91.2838149256182,27.963411238265664,21.267835678553826,3.0
99.42545995542683,72.92691366722852,16.984240302392212,26.693878187171066,3.0
63.91408980572463,84.46244686751032,27.848056727391093,18.439727611125225,3.0
90.54510130105557,67.95840088061308,11.69380998670005,27.11346971367853,3.0
58.324513635786396,80.17107321814872,28.70005312666451,18.583374157172845,3.0
82.32323150486394,60.164445293521325,9.499018371596721,27.15815692293353,3.0
54.31429417169872,70.46829267182316,28.439540302726414,19.05459801372868,3.0
77.22010959614616,53.419113094271744,5.959945227906306,26.620820540755176,3.0
51.47323984081913,71.29727885764612,27.99878215102472,20.261978872763592,3.0
80.44463858591206,54.20657356571383,6.264894031882483,26.46531829992164,3.0
51.22728174968074,67.44420769374702,28.149074487511236,18.226713923303297,3.0
74.83021350662364,53.088368907985085,6.486278676748066,26.446251196859095,3.0
46.703941117989864,67.35206990958665,28.269780204108258,16.862323295777596,3.0
66.08414386932591,46.909549309794386,11.574810762007116,25.67604168198378,3.0
43.110540607904774,62.86355980845182,27.784085473883277,17.730971109592144,3.0
71.27790379761927,47.2848555441437,12.960884885216023,25.504685256450024,3.0
39.40922842579198,62.05782001957375,28.43039855292272,16.11033150109124,3.0
74.2797381514125,44.642843669574724,12.56080298516354,25.614162493446912,3.0
39.647200567370255,60.86138915250069,28.081891562127023,16.695435068391536,3.0
55.83196707062943,43.610089077538426,19.445252625474534,25.321961990296113,3.0
38.234181361558306,59.872273027296075,26.93679867093731,17.67817284618262,3.0
56.099480092199855,42.73836278582171,19.18708426509774,25.7153105910741,3.0
38.06620304893655,60.95441300682979,27.381339846730324,18.28734405613179,3.0
56.47407311407626,42.96827655192644,18.879858510506722,25.99366142982965,3.0
38.93441403013581,62.18038891144365,27.570229331033378,18.241467988132154,3.0
56.01850867160119,42.48440834678757,18.683620402198258,25.86848585309505,3.0
39.830864734750286,61.02652358408794,27.633508485386628,17.82003058287941,3.0
54.95559379217034,43.02109773065958,22.63505696755773,25.901720150118624,3.0
38.39070529299083,62.43455561291143,28.197679380482626,14.320122156757327,3.0
56.32803785365125,42.26369122394303,19.493972158774568,25.206767288306885,3.0
40.69230077213456,62.081189312466314,27.942249269559575,17.060142581574333,3.0
58.54151382847219,44.2738099575938,20.10501460441771,25.95411435412225,3.0
43.561860553072336,63.63661262258107,27.219326678789557,12.673904719422993,3.0
57.96923064027777,44.68514853753351,20.08134963753531,26.085688897469318,3.0
44.65249880566028,60.92736288079694,27.22508572038792,11.451697486375991,3.0
68.63343984850691,46.070404304898936,12.698481344767366,25.702770413906425,3.0
46.53772717055442,63.2818657056611,27.87012664649371,10.654423741733117,3.0
68.4143234906249,48.951253813589645,0.13377243054851692,25.59041147585516,3.0
51.39553352964757,70.08574039737472,27.089517245326967,12.042434298545453,3.0
74.63673020168872,52.23963079146154,2.429185851324476,25.588200300095174,3.0
54.89752573869074,75.06957632988501,27.420095616534184,13.930479210560542,3.0
88.41058508495311,54.24472193934734,2.4025013028750046,23.806473836171737,3.0
54.680163701429095,79.37730708076252,28.147907372732487,13.427986561725541,3.0
84.76652502026913,56.81689934104096,0.6879123246415985,24.310711152059216,3.0
60.11245512456514,80.29371670880921,28.20260542498316,15.538660817344566,3.0
