,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,label
0,61.0786032377233,78.97916647964105,23.844244103729743,13.230087568846365,3.0
1,45.99267150894181,61.980853059990366,33.40261636161824,32.98894529968178,2.0
2,162.64213268555366,159.90168282707242,6.41315747201962,3.007232582371514,0.0
3,60.02949005663848,64.93876457840562,37.74131507090984,35.070751534986144,2.0
4,91.91305101207526,63.70036168869441,11.858924609935348,23.9156751470127,3.0
5,133.98406802342114,111.7590502992377,16.20009844117772,26.89095307094585,3.0
6,108.95655513428636,104.5334899869074,4.634045632889914,2.897877799849371,1.0
7,110.36953876895208,116.13072289572632,2.213040064889378,3.926278326150371,1.0
8,122.75862791003372,117.75202936016652,6.8237827081114215,4.431589459275383,1.0
9,89.11250918264946,74.46052689318995,18.511993437729988,23.943583169590063,3.0
10,144.355536121621,140.87829162847837,4.678257088586233,10.47133128842235,0.0
11,144.68691237609949,152.02422701940998,9.490847914497818,7.329207630539604,0.0
12,113.51788522849864,122.68839548670744,4.846611067777165,8.161855446930876,1.0
13,71.34417550474488,47.15040754334132,9.681929159999555,25.439170920924237,3.0
14,51.30873987624329,59.76849520581694,0.2924301178270874,0.9313800362595308,1.0
15,104.05995379641988,111.17774565131732,4.49465297080401,6.311716350623702,1.0
16,98.71841515884256,85.55610451602021,31.544310308759066,33.86918515955541,2.0
17,75.0784729969373,65.66173403023966,33.68266748803819,27.84394891690642,2.0
18,145.83336466559948,139.03740092256206,43.90660320553363,38.67925650833431,2.0
19,136.55556262860577,139.60620629398394,33.570174388383926,37.15889385689388,2.0
20,158.91432675880668,160.10165739908166,2.345695153287637,8.727527085586653,0.0
21,107.31618484327588,117.9731010009898,7.779427686422781,4.893594235535238,0.0
22,127.06208494448056,122.67191910347688,7.524281073230834,5.515159494760644,1.0
23,159.93376429111402,157.12269446760624,7.09523088622878,2.318626100537274,0.0
24,140.2137549056894,144.1775083631141,39.21934048973857,38.95375627092172,2.0
25,152.86637692637575,148.3937362230928,1.67304252025527,7.305851318044608,0.0
26,91.99807880214782,83.0137089227923,1.6498606424661977,7.7897369059231325,0.0
27,71.56897040911002,65.32553964326256,0.8456194295016795,3.5335012082547257,1.0
28,104.8692592129553,117.23897726441496,7.819014726977209,1.6755288790667051,0.0
29,98.90363311730788,104.51375189232796,0.7850468748252304,0.9570319145369842,1.0
30,74.29404132976494,47.163999421453504,6.399422500768205,24.78359717928083,3.0
31,111.88459084087285,88.65930681927469,13.1028549098396,24.30856437117167,3.0
32,95.74945361006048,102.6331975263898,3.166589870850514,5.741313312890655,1.0
33,54.940946109406525,54.65996933900232,11.855120893578505,0.016754711933658,1.0
34,47.01508461416253,48.50401484143379,0.2505041973070121,8.855294791941521,1.0
35,139.47645283690355,136.71746803784532,37.53900945666588,39.61491777560733,2.0
36,132.44863015910008,139.51594368927545,35.34974444772081,39.912435586429865,2.0
37,128.17730455496726,105.85111846143202,10.83903678830916,26.06169968624308,3.0
38,131.960481601346,130.32261050110048,6.357396962079386,4.772550879375013,1.0
39,58.826299248198126,52.91333579764797,7.112907348816172,1.405019534746708,1.0
40,95.8912648976536,77.85344379972481,23.21559189035486,38.35926337041668,2.0
41,88.83359777519684,98.6344211404967,0.7083109452047136,1.9644739407911085,1.0
42,79.02999800067222,74.24822296757634,34.768855868126614,31.03359842934078,2.0
43,92.32485023558132,117.90177359045968,26.29606952420152,17.52564875998187,3.0
44,118.50580501408233,124.93488812766756,31.78543640199209,33.137588197061355,2.0
45,39.830864734750286,61.02652358408794,27.633508485386628,17.82003058287941,3.0
46,126.18538691560258,135.2597314909938,7.366179878494681,0.134449404923024,0.0
47,54.94991838669861,49.36938399316062,9.5648611457174,0.5708026529666759,1.0
48,128.83164166986066,112.54067529051272,1.268901550969816,9.105639614062948,0.0
49,96.6762275856392,105.74813843091354,4.467743489969624,4.711043796066368,1.0
50,86.92166786024232,60.132160156371214,6.135172623044652,25.59172280866252,3.0
51,135.7561426586458,114.88522524113549,14.820489862220937,25.19401912132388,3.0
52,156.9031004841779,157.99430600304274,4.606443613320236,8.909020230466828,0.0
53,126.57421911835397,114.70335826799965,3.672432993591256,8.54072229542299,0.0
54,76.57466148904174,69.31879906829471,37.9591997138822,38.58309216362756,2.0
55,133.80859516690106,132.94887764253625,38.65408286368513,40.35661824740925,2.0
56,135.8525147490038,137.05495005341825,35.24473473356447,38.479528509803984,2.0
57,132.38022582426544,120.03272950284811,39.96037279969399,36.13431748272952,2.0
58,95.87188614174336,113.32627007430042,37.84002160442097,34.14387876167982,2.0
59,76.44469051236418,83.39214915850029,10.636279380069055,9.569725044707798,0.0
60,142.7454524710273,137.95806601700318,34.57350240501471,35.7287605711591,2.0
61,73.05879112111995,68.27275377147012,35.017303624829815,37.87751309244058,2.0
62,156.8266510186856,152.08858874316246,7.805696405030898,2.834072161247488,0.0
63,116.74479038630504,94.34576988594576,15.155602375105596,24.815589177524718,3.0
64,137.66616843271734,153.75030739072326,3.717127006302589,11.471799655756952,1.0
