left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,label
158.5192984970514,159.95467527792536,4.857894600243723,2.157798670662249,0.0
158.03382690446148,157.52088224717215,2.498337502885797,4.860492628330308,0.0
158.5192984970514,159.95467527792536,4.857894600243723,2.157798670662249,0.0
158.03382690446148,157.52088224717215,2.498337502885797,4.860492628330308,0.0
158.2807529007149,159.8993488596207,4.767542960309226,1.8459482567802104,0.0
159.9166901174833,157.38771872740057,2.7085508359613093,4.823062827265603,0.0
157.9694219083613,160.72695190079745,5.520471007021782,1.7960343541504047,0.0
159.32503842329422,157.43061879062813,2.603537619205292,4.946956202667231,0.0
157.78193279043,160.5503158055567,5.62243001381752,1.925593294776174,0.0
160.80843652546383,157.86201217312276,3.1826557610060484,5.442200455091192,0.0
157.73839049113303,160.4905693207034,5.687633617728863,2.011865922362139,0.0
156.63695157219308,159.34415353092714,0.9326316618460718,5.52124983990735,0.0
157.71934454372217,160.56639490335579,5.657260383340581,1.730037823613122,0.0
156.34539463744176,158.75651133248167,1.1491442762249033,5.481580226968361,0.0
158.00825774356093,160.91140589515942,5.2540891524229165,0.8181159994316688,0.0
156.3316822881532,159.54969405329032,0.9167884248033279,5.256808366617457,0.0
157.69684605828374,160.18238100794852,5.042572121125411,1.7996284374202234,0.0
157.31198578606183,160.1244233756498,0.7187436489520355,5.049194977606956,0.0
157.45463202937478,159.8162556760619,4.980865531783928,1.892527880830246,0.0
160.65749741041532,160.0193294860213,2.267004509913763,4.853629266007822,0.0
156.84082060588494,161.18877965747063,5.646741038104267,2.103117201066067,0.0
160.03806114816774,160.10223812185527,2.1148939150112316,4.919995621817896,0.0
155.88997369890674,160.22152403197006,6.0758553184920565,1.8589268441105138,0.0
161.54081905282507,158.51466166884398,1.986480636372864,5.4994989068249485,0.0
153.40704644887228,161.30759092559703,6.511859948012276,2.41611488842744,0.0
163.94037237286,157.62163245227046,2.1306450213376773,5.687049096176561,0.0
152.358214302969,159.47525617562158,6.844452441923815,2.9556710678771325,0.0
165.0570184968609,160.73117174459207,1.87217899326271,4.247592079681788,0.0
151.74835782175822,159.34658669781896,7.266486945014943,3.4732745072427784,0.0
162.8774724912071,159.57972464767178,0.7234528862006181,4.256126182169138,0.0
150.98470504030067,156.468465296976,7.169788254257592,2.8916748567535557,0.0
162.2786619199322,158.52581194141482,1.0647518267322233,4.460731943818877,0.0
149.82541235894288,153.3059196742948,8.065807480653568,3.4822866173525173,0.0
162.0173010196678,157.74518322692543,0.7008950885736459,4.530827855548408,0.0
148.53104195337392,153.65522062465652,8.716032679197994,4.424028486766671,0.0
156.72819962708283,155.21066362698,0.4466294075199778,4.8697682554478545,0.0
146.37624382340132,152.6067981625842,8.903701577646324,5.425856198872252,0.0
157.92315780226272,153.50454258223422,1.6482524528730658,5.623488535868654,0.0
144.4806818195098,151.89613888423284,9.156076719705558,5.866946793437119,0.0
152.86637692637575,148.3937362230928,1.67304252025527,7.305851318044608,0.0
138.27756675372535,147.46036085699086,10.36680710109779,6.720501348327151,0.0
153.774121322417,144.96392936776115,1.8560762443618644,6.912972553286954,0.0
134.33454641892834,143.62130331716597,9.254689977338247,5.104498505947598,0.0
162.8679774854602,141.66707016762294,6.22069482439186,5.331630927692443,0.0
132.24351099963243,142.79171347202958,9.295855504943301,3.707733410807722,0.0
158.0350196969411,133.99763346671574,6.873863765541848,6.013762225599931,0.0
125.53527517542977,138.04056166797122,8.417045252429963,3.6428885402098827,0.0
155.7566790391696,128.99927534540728,8.559919789919885,5.080366187602919,0.0
119.6617688983592,132.18471135883937,8.66290782218466,5.3071646247210635,0.0
138.75891093396768,121.8079027031284,0.2705179406126515,5.962467161828612,0.0
107.45333547186316,114.74381484559841,8.911691745378402,6.678777945918724,0.0
128.9049940657483,116.35797228269334,1.5546429893987537,6.929990703493664,0.0
103.08864270616972,109.0863342037678,8.618294420904002,7.10349532980469,0.0
122.96262472365069,108.78521571275056,1.1273373281611874,6.964797272897155,0.0
96.19362654312587,101.3714107371714,8.08564848028593,6.340836256372562,0.0
114.76820009393549,101.15681627091408,0.8950883550337962,7.258367226284476,0.0
88.35988017275005,93.55391350544194,8.461168367724753,7.011077150901181,0.0
104.84095803461364,93.64029804816776,0.007986881528064009,6.5597920200290565,0.0
84.94264919886346,86.90519132268292,8.56533092231995,7.682065284217567,0.0
99.15272432716188,88.60304761873783,1.3704420009660083,7.808048943285176,0.0
80.30023179550211,88.70408406871739,7.590070903948353,5.149160245410848,0.0
90.67527579913586,79.35656971225984,0.8974322275215532,7.447117155218135,0.0
77.52633975615437,82.44745191475762,8.062549516894311,6.627983934260767,0.0
86.06047602255053,75.61964444343481,3.220728745992967,8.513876947241444,0.0
71.49442186553078,79.53146202958705,8.098768282893293,7.375904453820316,0.0
86.00154413939433,73.26851556372067,2.9310768742540882,8.547719013457863,0.0
70.31979226475185,76.00249658054112,8.628505484174607,8.516060862308315,0.0
82.3320721940671,70.24851509458135,0.23181984831493171,8.367431981490217,0.0
65.09625906788762,74.34796797236564,8.3352839430414,6.802394847485207,0.0
73.13661305022221,66.67271732754564,0.0392260617007893,8.170186485551787,0.0
60.954721840834495,65.88993932933674,8.650634941893493,7.485974468086807,0.0
72.1122899293559,66.29716326627121,0.34866461947728505,8.774640260262546,0.0
60.28333901628471,65.1556930989273,9.013306014977035,7.380556849307929,0.0
69.85994489474815,62.99170310013107,0.5211233473812988,9.198095556708244,0.0
60.78270763433212,67.06237155969802,9.031129500600617,4.3366737441662675,0.0
69.51529221292209,61.302736361454095,0.8960629541885741,9.584681142010904,0.0
60.70331448276985,67.15017941891483,9.11874979346168,4.094106961158839,0.0
69.87124093592368,61.71707688349928,1.275540978283163,10.32812524754724,0.0
60.53856621011657,66.88884679800711,9.170254540708688,3.398713945481765,0.0
69.25408946180359,61.40848724036795,1.523304696961133,10.458600594868964,0.0
60.20662509460571,66.43016020986319,9.341497130056986,3.0151746174996323,0.0
70.96321414246468,62.860066119411584,1.1042805902227237,10.887856521809425,0.0
63.232276286198605,67.00256783736695,8.941271517619795,6.242010022001933,0.0
72.5478835591301,63.03481208312664,1.161710877394741,10.9511693092267,0.0
68.3782199311162,74.82437705137218,9.01931569944451,6.276904315584232,0.0
75.71701800685686,63.14424801095283,2.966666462970295,10.99924114839813,0.0
69.25164275662345,72.60104654724141,9.089739367135554,7.591422803440117,0.0
80.7138173698812,65.53490273091325,0.8588581574312528,10.40484926797375,0.0
72.59235348661966,79.82500768342601,9.162710420844805,8.38745247143269,0.0
83.60862473291638,71.6003469272756,4.5432848943394974,10.413903206276276,0.0
75.35428565552748,80.21469073236682,9.190205085753197,8.359660243900446,0.0
80.57607207794045,71.2532871331584,4.888418188286344,10.961317434341964,0.0
76.72742013348768,83.37308365522487,8.827934379750493,7.845801834980311,0.0
85.52574387586277,77.11020051145564,4.0879596758921215,9.77913780364427,0.0
80.1849584638258,86.07085102642148,8.208707850978886,6.850133214623013,0.0
91.99807880214782,83.0137089227923,1.6498606424661975,7.7897369059231325,0.0
85.44548282209678,91.3574044493096,7.235461489167703,5.766194350854631,0.0
101.06440661442362,89.52148371022489,1.3909607705032465,5.8905413273817055,0.0
94.41178476680533,100.97707167066041,7.339931206451328,6.315104485021415,0.0
105.54602649770452,95.42837779145454,1.407884406160304,6.364870451652491,0.0
98.24936694760869,105.46209144128987,6.883402163572498,6.061775793489859,0.0
111.53148108955578,101.2727955954724,1.138397601742402,6.507941990489794,0.0
105.21575561558934,110.46276112780902,6.440853276977669,5.154487480482788,0.0
117.45585715093253,106.58907887327048,1.2785614337413134,6.705731345557647,0.0
107.9409876213535,114.2628727278007,6.772471484153292,5.309969484904577,0.0
121.36941725668488,110.5895436597624,1.0252814071779526,6.615260550418372,0.0
113.35960947299151,116.55908579236996,6.783813878224495,5.259720408445437,0.0
127.76926929062827,115.13696680197462,1.3466136628693302,6.584957900179027,0.0
119.68393740991219,127.27396381439313,6.505408110943873,3.723353647011363,0.0
131.8794204078358,118.13559881503058,0.38060273996684674,5.915191424850361,0.0
121.03866687244312,134.8238663411457,7.046538781490504,2.8215994218650926,0.0
