left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,label,knee_displacement_ratio,hip_displacement_ratio
61.50173593195193,58.94987360113431,89.61558356874214,95.9197581468713,2.0,-1.5659635087623278,-2.241895891582714
58.87169010885041,61.68506435867177,92.85865194706274,90.01172149396969,2.0,-2.4340055997682604,-1.8598890202128846
59.30560443558568,54.67296757302216,89.66317902970209,89.67923363426232,2.0,-1.582654082982105,-2.249228079529552
56.32773657974097,59.95149255755516,89.63816386064843,87.22166909648706,2.0,-2.4256370475645395,-1.8486306427799537
60.026833900490374,54.86829190100484,90.08908543017459,88.10042783528283,2.0,-1.5771877128409053,-2.2288488370409025
55.79878112621586,58.29883466699371,87.72534723755695,86.86182850132572,2.0,-2.570577845901184,-1.9671263344766423
55.25288151784219,52.66034841258405,85.9817532977613,87.27936838487145,2.0,-1.593959695271678,-2.2743931677912985
52.18381907430595,55.40284272012685,85.97176142124866,86.83004390771326,2.0,-2.555309942202964,-1.9381822881884232
54.910508418082586,50.39506367071616,86.73553330586518,86.23232146311693,2.0,-1.6447406117778738,-2.3868083056032483
51.093301778449955,51.95418304909649,84.80086760219666,86.06061258617204,2.0,-2.551839523716903,-1.9072525488638923
54.08533022921239,48.10648857863943,85.4943605577551,84.61820084099914,2.0,-1.6608398782277645,-2.4091373340444036
50.73909454768553,52.62137071032082,84.5680308486591,86.50366683956258,2.0,-2.496757986551298,-1.8720886063951094
51.76299657392047,46.99164874737931,85.0427127876126,83.93778774921499,2.0,-1.5924306416136278,-2.3247148699213853
49.28292484173813,50.78094190654766,83.42561737070449,82.19493170663618,2.0,-2.448191533525095,-1.8199187612787826
50.3753300706354,45.79353476109247,83.80499699766969,83.18073121732597,2.0,-1.5894776323529358,-2.3150537170166428
49.22586105859362,53.82482127253089,82.16312044232899,82.82238672122398,2.0,-2.587692411881469,-1.940147547703944
50.076167070710284,46.10913203824214,83.76059487826096,83.38939335193166,2.0,-1.594469071086099,-2.3148671806104804
48.65161368091943,52.571876038759235,81.86606018317755,82.61213309033124,2.0,-2.5389553636650386,-1.8834513449677095
