left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,label,knee_displacement_ratio,hip_displacement_ratio,shoulder_descent_ratio
61.50173593195193,58.94987360113431,89.61558356874214,95.9197581468713,2.0,-1.5659635087623278,-2.241895891582714,0.5142335370049155
58.87169010885041,61.68506435867177,92.85865194706274,90.01172149396969,2.0,-2.4340055997682604,-1.8598890202128846,0.5097602205505987
59.30560443558568,54.67296757302216,89.66317902970209,89.67923363426232,2.0,-1.582654082982105,-2.249228079529552,0.4886613677432603
56.32773657974097,59.95149255755516,89.63816386064843,87.22166909648706,2.0,-2.4256370475645395,-1.8486306427799537,0.4926824587894706
60.026833900490374,54.86829190100484,90.08908543017459,88.10042783528283,2.0,-1.5771877128409053,-2.2288488370409025,0.4917619359899243
55.79878112621586,58.29883466699371,87.72534723755695,86.86182850132572,2.0,-2.570577845901184,-1.9671263344766423,0.49019764903100654
55.25288151784219,52.66034841258405,85.9817532977613,87.27936838487145,2.0,-1.593959695271678,-2.2743931677912985,0.4687162469520729
52.18381907430595,55.40284272012685,85.97176142124866,86.83004390771326,2.0,-2.555309942202964,-1.9381822881884232,0.467005411112977
54.910508418082586,50.39506367071616,86.73553330586518,86.23232146311693,2.0,-1.6447406117778738,-2.3868083056032483,0.4598591973128172
51.093301778449955,51.95418304909649,84.80086760219666,86.06061258617204,2.0,-2.551839523716903,-1.9072525488638923,0.45081895068447964
54.08533022921239,48.10648857863943,85.4943605577551,84.61820084099914,2.0,-1.6608398782277645,-2.4091373340444036,0.4486660998775101
50.73909454768553,52.62137071032082,84.5680308486591,86.50366683956258,2.0,-2.496757986551298,-1.8720886063951094,0.4488389385024183
51.76299657392047,46.99164874737931,85.0427127876126,83.93778774921499,2.0,-1.5924306416136278,-2.3247148699213853,0.43434852143174024
49.28292484173813,50.78094190654766,83.42561737070449,82.19493170663618,2.0,-2.448191533525095,-1.8199187612787826,0.43536021859519247
50.3753300706354,45.79353476109247,83.80499699766969,83.18073121732597,2.0,-1.5894776323529358,-2.3150537170166428,0.42404445845485994
49.22586105859362,53.82482127253089,82.16312044232899,82.82238672122398,2.0,-2.587692411881469,-1.940147547703944,0.44860025029223194
50.076167070710284,46.10913203824214,83.76059487826096,83.38939335193166,2.0,-1.594469071086099,-2.3148671806104804,0.42409873994104513
48.65161368091943,52.571876038759235,81.86606018317755,82.61213309033124,2.0,-2.5389553636650386,-1.8834513449677095,0.4424525193648885
49.50173617662252,45.73991958950581,83.49952421081207,83.33382419616571,2.0,-1.5905223088047626,-2.3149440284671035,0.4210346744029656
48.592745237619155,53.52049331411198,81.79353995199219,83.30784832469713,2.0,-2.5794945620554643,-1.911971837640436,0.4461077255170393
50.03056643519899,45.89877538791882,84.03978664360004,83.31631565978233,2.0,-1.5769044532204535,-2.299604414159732,0.42375792065623336
49.67102603609941,53.59492019543284,82.1008096666564,83.8063603972427,2.0,-2.570927290423371,-1.9168894013637647,0.4498811787798583
52.95370654850269,47.36507750381054,86.12875510898758,83.6782369876039,2.0,-1.6216519545128363,-2.3394429514132415,0.437821036856915
51.60399584447048,54.07639496241574,83.94151955473802,85.08541449312797,2.0,-2.5213680359434223,-1.8780573751126055,0.45762196140305383
53.152066111404814,48.415310228021816,86.25362498440249,84.33523382859241,2.0,-1.6264372540952006,-2.374490159131761,0.44481074110044033
51.11438403764099,53.294836797663635,84.71576549292952,85.69340207046469,2.0,-2.5211297354305047,-1.864962882289963,0.454228041232027
54.772423300087105,50.63118263517347,87.78435182211328,86.73775288879656,2.0,-1.6668152043408946,-2.4047041619213485,0.4600593546789631
52.86353734045817,54.617391850040384,85.6469866215438,87.35151245713011,2.0,-2.482276437014963,-1.8341397111050242,0.46482833559774855
55.6670066087748,52.73381024135778,88.89197456927288,88.6069826229216,2.0,-1.6819104759807555,-2.41345678975468,0.4722203320399147
54.474648786576694,56.49162537492552,87.55788591157626,88.47479815862492,2.0,-2.54166120985754,-1.8830368699796325,0.47710120840095666
58.972814525981306,56.18747703536163,91.58430368010863,91.39304968978512,2.0,-1.6975225891079617,-2.375949659641363,0.4930578624052226
57.309461922144344,59.03540798607711,90.63147755598266,90.0563266601486,2.0,-2.569965097268264,-1.949445586225822,0.4949508457837392
57.26247587787194,57.129349267449435,91.6994314771927,93.75846774630523,2.0,-1.6101512856692004,-2.290571313976069,0.49017902031569993
57.30568816154903,58.00921006806323,93.01133329245567,92.02880019814678,2.0,-2.4750883071088814,-1.832543972026754,0.4894493067890481
61.655609426021684,58.48602372641183,93.34085206127868,94.88482840962975,2.0,-1.616285465723943,-2.2906457164855096,0.5103387603095902
58.848394459356356,60.541533387277234,97.26802538346791,93.47686597899542,2.0,-2.4871739249042624,-1.8610940734206385,0.5054603966810642
64.61977738099202,61.9383512710947,95.50647959862364,98.38931643819883,2.0,-1.6381249468180954,-2.301226252635656,0.5332949780248681
62.446418194654136,63.70359183895095,98.18061686148135,95.5351696378478,2.0,-2.4460306935293197,-1.8356673682544207,0.529379380838041
68.66267958191624,65.8424872901027,97.26883748746124,100.58124609658853,2.0,-1.617696686715934,-2.2500418380183107,0.56190923460201
66.4889332147374,70.35519655810464,100.27182249344301,98.18134929511744,2.0,-2.4923863881987067,-1.9110875321214662,0.5703275721428867
71.85597892575373,70.9444381420025,100.83552886503726,104.82352928360356,2.0,-1.585634293102208,-2.216104589964092,0.5907916290850735
68.1812964617977,71.76262034927299,101.91841776088025,100.73086269439948,2.0,-2.405700076751636,-1.8518507448419554,0.5799445080570536
75.2142672600606,76.14166415281039,102.07454919762574,108.02576816033319,2.0,-1.5887050495786497,-2.1973214769066316,0.6211818315403335
71.08090768282828,74.69481307139212,102.25489461353817,102.3113671878433,2.0,-2.3954308752788536,-1.8582413942577478,0.6003265478636816
80.54153130943521,77.81532372313664,106.99554804325197,108.1293901943367,2.0,-1.6039090861572354,-2.2081746538555382,0.6432536157317105
74.06914902868746,75.92297393386472,105.54596908170173,104.78358135130624,2.0,-2.360934756271252,-1.824047843434795,0.6145098141763013
80.03693939668715,78.78882265952872,108.22762794743922,109.87057728518337,2.0,-1.5422158517336326,-2.1431612212124724,0.6436424492276429
78.70220538671664,79.17021133378734,109.05455335019843,108.07479584343629,2.0,-2.3628896181841865,-1.8284457294295224,0.6410629867839756
83.15727275454329,84.45677022706565,109.58423763392511,113.84636981676128,2.0,-1.5489125677638,-2.1067126465027823,0.6724494298485485
79.71995069268755,81.03947418812392,111.06197729806452,110.5763493291876,2.0,-2.3239242518477505,-1.7852397838287217,0.6497569637543081
83.4744686931455,85.02441187044901,111.02993396484828,113.3891230840503,2.0,-1.51502986002597,-2.090239376439231,0.6758474140170418
