left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle,label,torso_straightness,arms_straightness
108.85844825180541,69.64856956982261,17.18637487933396,39.28254313379739,0.8579374495451146,57.69770124501683,3.0,-4.003086111658468,-5.171534223255141
104.64931236179943,105.66064997990871,19.830890470200185,21.731173546860795,80.01330795445426,98.36337684600751,3.0,-2.38838384467821,-2.850149451802949
111.0528262946374,174.08207250477045,16.912026006753138,36.46642005258132,80.9683902950091,58.86868381523138,3.0,-4.041188056782583,-4.356038808141709
144.87719864632444,101.95146488178602,19.05580217543319,25.082261497467094,85.3190954750323,105.56877785034268,3.0,-2.4241570540185298,-2.802392227725016
115.52813521187035,83.82013343130228,14.918892067862837,31.87865343417607,86.95107214836557,69.4182940403851,3.0,-4.124076373821306,-5.251774136793844
108.40423485745295,103.60886890709062,17.9854978635733,26.570364227164788,85.85649697231229,107.10937152840614,3.0,-2.4108730760958816,-2.979777698393955
113.8235353815125,93.77978023455414,16.280030769388073,28.213747645573847,109.80963509374295,72.24398727982715,3.0,-4.2418194016383675,-5.241699896405181
106.63292488837173,106.21357716136264,16.380981947020608,22.821990346680465,84.01405607384243,111.86665268332882,3.0,-2.471220505541127,-3.0711544336632315
112.82930686768245,89.20816095054344,14.602796924958069,30.996271124319428,110.64904220982386,71.21786414206656,3.0,-4.256327541377528,-5.257489257287508
138.5280111469656,104.9524021661526,18.944081043847344,25.34351681095977,87.28064581780531,104.14557505288762,3.0,-2.370844314057233,-3.05815862908985
114.18655024778083,136.96837008234886,12.476091503216828,36.469326978280165,109.32504481426089,67.11469169210379,3.0,-4.365142273929396,-4.8051206900849115
140.1596358243356,105.91709762033885,22.541238199400194,21.52090792152709,67.45166892232116,100.24292533909085,3.0,-2.264840657891168,-3.0702431145809963
111.1557131666528,141.68589976655574,10.531696244494945,32.345653408242185,109.1980152933938,73.74757364392211,3.0,-4.7948155902564515,-5.3327839933122
110.10232240694933,106.35698395334288,23.121365184691907,18.603369970564927,58.714619648697365,92.79565326473659,3.0,-2.2553630549951067,-2.879796594946993
111.02007967655635,112.9610422077985,10.541972346048475,30.163764402476282,104.4500009627895,93.76745332975865,3.0,-4.735077064876884,-5.319806218721226
101.45372484127506,107.18680761192915,20.788024819879364,14.933310272235516,68.82889860241414,94.7957758011369,3.0,-2.202124649739005,-2.9161541370579362
119.28872819458653,111.48446272496238,11.230709416504542,34.426242339959146,113.07648248649916,108.87467593864152,3.0,-4.868212006794727,-5.370429461815548
113.14935753610536,97.4089308595918,17.137456159633697,22.4031212577297,95.88649251576507,101.38619893129669,3.0,-2.2693199474168884,-2.5279252374008943
115.97328119729112,97.1038983825761,13.623885503636812,38.622537057687836,122.30320601179548,107.07375203021776,3.0,-4.8191010624619945,-5.324969393570717
115.2315713582869,102.78055191111265,20.37833419428404,17.159967460873204,74.90071587104407,101.33319670504682,3.0,-2.2414268377711535,-2.562361083039613
131.60974475101415,96.92941290980107,8.885017164563154,41.69765879308251,121.16897315496861,99.68976503056642,3.0,-4.681359830556842,-5.166005114575822
124.70225498568169,93.9830548396351,19.91999685721342,25.7208816036399,79.51424467613592,102.77679829018908,3.0,-2.2708928949519285,-2.4060660488151426
122.28992660738535,150.17858287703132,8.776075540254853,41.525064337187935,115.6919118552833,68.53371609354859,3.0,-4.360306462137938,-4.989261838944446
138.2330256756894,99.57995614085651,14.491133491019381,22.564392693825464,75.70314228881365,96.13161669057152,3.0,-2.464689621582577,-2.365485519020674
112.81611112078185,146.72159084588958,10.125716153265438,40.821820941040635,104.25965068679844,63.344283960879416,3.0,-4.079577761391348,-5.013526627264343
141.1653318329322,99.97656013373013,6.666791322014118,26.23624426414932,23.44088315395509,71.17939635610563,3.0,-2.5701214399888728,-2.804552819839319
108.87405768523897,152.12953355771708,12.972216394645097,37.38883961226835,92.24001605701758,60.464795259140615,3.0,-3.9411366650322446,-4.817929278100387
164.9952375916137,100.93667055868931,5.909490427833592,27.227819727417156,29.257379911231308,111.18543174746337,3.0,-2.634137463910838,-3.084179613515379
106.69475018099833,176.70993170468893,16.391077415677735,29.472907504998993,42.64169316589564,54.74586255955388,3.0,-3.702418188618198,-3.691558964457151
138.70480289398088,103.74262107723787,9.352719998610343,24.57396256247642,35.01313787463775,97.65803950662853,3.0,-2.5044321231531157,-3.030818989898543
109.46347037253139,177.13326057710407,12.078301018645247,30.782609391995187,15.138307690433434,48.52904566764552,3.0,-3.4412014316005903,-3.588257683241192
134.2313845444659,100.97418054274843,9.09471801110182,29.84477407856504,28.74810635555897,95.83982078575497,3.0,-2.512182543173209,-2.9664906652518326
118.93152151052067,177.5705230576798,6.639405647366955,33.84076524173508,26.740192325828662,49.52936301885017,3.0,-3.560148906772552,-3.6162274922855397
165.93648211394068,101.68516391986655,5.265264339100755,31.201508637066702,32.63935925013003,103.76414030678873,3.0,-2.570877000247084,-2.535247759092172
126.08413870384649,146.16366926672748,5.634739020025248,40.07478249855197,98.56715452345048,61.00966706915934,3.0,-3.9871044434215035,-4.531244701158716
160.37259052018675,103.46477315214993,5.676502902789337,31.57394802282728,97.95632317787611,131.593355153608,3.0,-2.626803434567632,-2.344789514656998
133.09764765073734,143.03738046819646,6.542125252854324,40.57323919696604,110.13061756853389,69.16322162174313,3.0,-4.2589513525083476,-4.53565564901593
